,Project Title,University,Description,field,Tuition,Rate,City,Duration,State,County,LATITUDE,LONGITUDE,PostPhdSalary,PostPhdEmploy,World Rank,USA Rank,Glassdoor Star,Salary_high,Salary_low,Salary/Stipend,State Avg Salary/Stipend,Required Income,Food,Housing,Transportation,Medical,Enough Income
3473,Biological Sciences,University of Maryland Baltimore County (Umbc),"The Ph.D. program in Biological Sciences (BIOL) at University of Maryland Baltimore County (UMBC) is designed to offer a broad, multidisciplinary modern education in the life sciences coupled with the development of in-depth expertise and research training within a specialized area.",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3474,Atmospheric Physics,University of Maryland Baltimore County (Umbc),The Atmospheric Physics degree at the University of Maryland Baltimore County (UMBC) aims to educate future leaders in the physical and Earth sciences.,natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3475,Biochemistry,University of Maryland Baltimore County (Umbc),"This Biochemistry program is an inter-campus program, combining two departments: the Department of Chemistry and Biochemistry at UMBC and the Department of Biochemistry and Molecular Biology in the School of Medicine at the University of Maryland Baltimore County (UMBC).",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3476,Information Systems,University of Maryland Baltimore County (Umbc),"The Information Systems program offered at the University of Maryland Baltimore County (UMBC) is one of the few programs that approaches Information Systems in a holistic sense, including the social and political elements of building and maintaining complex, large-scale systems.",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3477,Applied Mathematics and Statistics,Colorado School of Mines,The Applied Mathematics and Statistics program at Colorado School of Mines is at the forefront of research being used to investigate and find solutions to these important questions.,natural-sciences-mathematics,36428.0, year,Golden,,Colorado,Jefferson,39.7406,-105.2118,"87,000",87.1,1400,302,4.4,52000.0,33000.0,41399.0,34255.0,39978.0,4686.0,13505.0,5316.0,2964.0,Yes
3478,Gerontology,University of Maryland Baltimore County (Umbc),"The Doctoral Program in Gerontology is an intercampus, interdisciplinary research degree program at the University of Maryland School of Medicine on the University of Maryland, Baltimore (UMB) campus and the University of Maryland Baltimore County (UMBC).",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3479,Chemistry,Portland State University,"Throughout this Chemistry PhD program from Portland State University by combining original 
research with advanced coursework in various disciplines of chemistry, 
our programs in chemistry provide opportunities for unique and 
collaborative research.",natural-sciences-mathematics,51389.0, full,Portland,,Oregon,Multnomah,45.5371,-122.65,"87,000",87.1,601,117,3.9,5000.0,3000.0,3593.0,31898.0,40312.0,4686.0,13403.0,5316.0,2401.0,No
3480,Nursing - Nurse Anesthesia,The University of Arizona,The Nursing - Nurse Anesthesia program from The University of Arizona specialty prepares ICU nurses to provide quality anesthesia care utilizing high levels of scientific knowledge and practice expertise.,natural-sciences-mathematics,31262.0, year,Tucson,4.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3481,Molecular Biology,Mississippi State University,"The Molecular Biology Ph.D. degree from Mississippi State University is primarily a research degree. However, a minimum of 30-40 hours of coursework and 30 hours of research beyond the B.S. degree are required.",natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3482,Biological Sciences,"University of Nevada, Las Vegas","The Doctor of Philosophy (Ph.D.) in Biological Sciences within the School of Life Sciences (SoLS) from University of Nevada, Las Vegas consists of four sectional research concentrations that reflect the scope of modern biology: Ecology and Evolutionary Biology (EEB), Integrative Physiology (IP), Cell and Molecular Biology (CMB), and Microbiology (MB).",natural-sciences-mathematics,22113.0, year,Las Vegas,,Nevada,Clark,36.2333,-115.2654,"87,000",87.1,1400,155,,,,,45090.0,35399.0,4686.0,10445.0,5316.0,2961.0,No
3483,Pharmaceutical Sciences - Drug Discovery and Development,The University of Arizona,The Drug Discovery and Development Track of the Graduate Program in Pharmaceutical Sciences offers a Ph.D. degree in pharmaceutical sciences. Students in this Pharmaceutical Sciences - Drug Discovery and Development program from The University of Arizona must take courses in the major area as well as one of the several possible minor areas of study.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3484,Biomedical Engineering,The University of Arizona,The University of Arizona established the Biomedical Engineering Graduate Program to address the increasing importance of engineering approaches in modern biomedical research and new medical technologies.,natural-sciences-mathematics,31262.0, year,Tucson,4.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3485,Chemistry,The University of Arizona,"The Chemistry program at The University of Arizona prepares high-achieving students for senior research positions in industry or government laboratories, or a career in college-level or university-level teaching and research.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3486,Statistics,University of Maryland Baltimore County (Umbc),"The Statistics program at University of Maryland Baltimore County (UMBC) is designed for students interested in pursuing an advanced degree and who have earned the equivalent of a bachelor’s or master’s degree in mathematics, statistics or in other mathematically oriented disciplines.",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3487,Chemical Engineering,Colorado School of Mines,"Modern curriculum, program flexibility and award-winning faculty help make the Chemical Engineering program at Colorado School of Mines the exceptional choice for completing an advanced degree.",natural-sciences-mathematics,36428.0, year,Golden,,Colorado,Jefferson,39.7406,-105.2118,"87,000",87.1,1400,302,4.4,52000.0,33000.0,41399.0,34255.0,39978.0,4686.0,13505.0,5316.0,2964.0,Yes
3488,Biomedical Engineering,Mississippi State University,The Department of Agricultural & Biological Engineering offers a Biomedical Engineering degree program at Mississippi State University leading to the Doctor of Philosophy.,natural-sciences-mathematics,,,Starkville,3.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3489,Biochemistry,Mississippi State University,This Biochemistry program from Mississippi State University requires a minimum of 40 credit hours of coursework and at least 20 research hours above the baccalaureate degree (60 hours total) for students entering with only a baccalaureate degree.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3490,Physiological Sciences,The University of Arizona,"In the Physiological Sciences program at The University of Arizona, graduate students work side-by-side with the faculty investigators addressing disease processes in diabetes, cardiovascular disease, neuroscience, cancer, and asthma.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3491,Applied Physics,Portland State University,"Throughout this Applied Physics PhD programme from the Portland State University you will show your physics mastery and make your theories known and build upon what you’ve learned through the master’s program and
 hone your original research to solve real-world problems.",natural-sciences-mathematics,51389.0, full,Portland,,Oregon,Multnomah,45.5371,-122.65,"87,000",87.1,601,117,3.9,5000.0,3000.0,3593.0,31898.0,40312.0,4686.0,13403.0,5316.0,2401.0,No
3492,Aerospace Engineering,Mississippi State University,"The strength of the Aerospace Engineering program from Mississippi State University, as it has been for more than five decades, resides in its excellent faculty who have a keen interest in the advancement of students and a hands-on approach to education, further enhanced by the outstanding facilities of the Department of Aerospace Engineering and the Bagley College of Engineering.",natural-sciences-mathematics,4726.0, year,Online,5.0,,,,,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,,,,,,,No
3493,Microbiology,The University of Arizona,"The Microbiology program at The University of Arizona provides post-graduate education in the basic science disciplines, including microbiology, immunology, and food safety while embracing an integrative approach to science.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3494,Biosystems Analytics and Tech,The University of Arizona,The purpose of the Biosystems Analytics and Tech program from The University of Arizona is to serve the growing field of technology/biology/analytics.,natural-sciences-mathematics,31262.0, year,Tucson,4.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3495,Physics,Mississippi State University,Graduate study is offered in the Department of Physics and Astronomy leading to the degrees of Master of Science in Physics and to the Doctor of Philosophy in Physics at Mississippi State University.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3496,Entomology and Insect Science,The University of Arizona,"The Entomology and Insect Science program from The University of Arizona thus bridges the gap between basic research, using insects as models to address general biological questions, and applied research affecting humankind more directly.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3497,Psychological and Brain Sciences,"University of Nevada, Las Vegas","The University of Nevada, Las Vegas Psychological and Brain Sciences Doctoral Program trains students to become psychological and brain scientists capable of conducting independent research that meets international standards of scientific excellence.",natural-sciences-mathematics,22113.0, year,Las Vegas,,Nevada,Clark,36.2333,-115.2654,"87,000",87.1,1400,155,,,,,45090.0,35399.0,4686.0,10445.0,5316.0,2961.0,No
3498,Mathematical Sciences,Mississippi State University,The Ph.D. in Mathematical Sciences program from Mississippi State University is an interdisciplinary program designed to ensure that the student acquires knowledge in a broad spectrum of the mathematical sciences in addition to expertise in a chosen field of concentration.,natural-sciences-mathematics,8503.0, year,Starkville,,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3499,"Wildlife, Fisheries and Aquaculture",Mississippi State University,"A Ph.D. degree is offered in Forest Resources with emphasis in Wildlife, Fisheries and Aquaculture at the Mississippi State University.",natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3500,Animal and Comparative Biomedical Science,The University of Arizona,The Animal and Comparative Biomedical Science program from The University of Arizona provides our students with an opportunity to perform research that spans from molecular biology and whole animal physiology to meat and dairy production to studies on the business of horse racing.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3501,Geochemistry,Colorado School of Mines,The Geochemistry program at Colorado School of Mines prepares graduates to take the next step in their careers with an interdisciplinary structure and two subprograms.,natural-sciences-mathematics,36428.0, year,Golden,,Colorado,Jefferson,39.7406,-105.2118,"87,000",87.1,1400,302,4.4,52000.0,33000.0,41399.0,34255.0,39978.0,4686.0,13505.0,5316.0,2964.0,Yes
3502,"Human Services Psychology (Behavioral, Clinical, Community)",University of Maryland Baltimore County (Umbc),"The Human Services Psychology (Behavioral, Clinical, Community) program at University of Maryland Baltimore County (UMBC) is composed of three interrelated and complementary programs which provide education and training in clinical psychology, behavioral medicine, and community psychology.",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3503,Applied Chemistry,Colorado School of Mines,"Solving real-world problems in areas such as sustainability, alternative energy, nanomedicines and water quality assessment are just some of the possibilities an advanced degree in the Applied Chemistry program at Colorado School of Mines can provide.",natural-sciences-mathematics,36428.0, year,Golden,3.0,Colorado,Jefferson,39.7406,-105.2118,"87,000",87.1,1400,302,4.4,52000.0,33000.0,41399.0,34255.0,39978.0,4686.0,13505.0,5316.0,2964.0,Yes
3504,Biochemistry,The University of Arizona,"The Biochemistry program at The University of Arizona prepares high-achieving students for senior research positions in industry or government laboratories, or a career in college-level or university-level teaching and research.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3505,Entomology,Mississippi State University,This Entomology program from Mississippi State University requires 60 credit hours of coursework above the baccalaureate degree.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3506,Geosciences,The University of Arizona,The Department of Geosciences at The University of Arizona offers the four-year Ph.D. program in Geosciences.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3507,Finance,Mississippi State University,"The primary goal of the PhD program in Business Administration with a major in Finance from Mississippi State University is to prepare students to become productive researchers and professors at institutions of higher learning, or as researchers in government and business.",natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3508,Mechanical Engineering,Mississippi State University,The Mechanical Engineering program from Mississippi State University offers seven major areas of study from which to choose and provides both thesis and non-thesis options.,natural-sciences-mathematics,6049.0, year,Online,5.0,,,,,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,,,,,,,No
3509,Mathematical Sciences,Portland State University,"In today's data-intensive world, the Mathematical Sciences program from Portland State University prepares you to answer questions and solve problems in areas as diverse as economics and finance, government and law, the arts and music, medicine, weather, and air quality forecasting, climate modeling, national defense, and the physical sciences.",natural-sciences-mathematics,52730.0, full,Portland,,Oregon,Multnomah,45.5371,-122.65,"87,000",87.1,601,117,3.9,5000.0,3000.0,3593.0,31898.0,40312.0,4686.0,13403.0,5316.0,2401.0,No
3510,Medical Pharmacology,The University of Arizona,The overall goal of the Medical Pharmacology program from The University of Arizona is to provide the student with an in-depth knowledge base and training in scientific investigation.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3511,Molecular Medicine,The University of Arizona,"The Molecular Medicine program at The University of Arizona is an interdepartmental, multidisciplinary training program fostering the development of scientists and educators who are prepared for lifelong participation in research and other intellectual pursuits.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3512,Applied Mathematics,Kent State University,"The Ph.D. degree in Applied Mathematics from Kent State University is for those interested in becoming professional scholars, college and university teachers, or independent workers in private, industrial or government research institutions.",natural-sciences-mathematics,19840.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3513,Cancer Biology,The University of Arizona,The Cancer Biology program from The University of Arizona allows students to focus their training in several related disciplines which have in common research faculty studying various aspects of cancer biology.,natural-sciences-mathematics,31262.0, year,Tucson,4.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3514,Astronomy and Astrophysics,The University of Arizona,"The Astronomy and Astrophysics program from The University of Arizona emphasizes research at the frontiers of astrophysics. Areas of concentration are theoretical, observational, and instrumentational astronomy.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3515,Statistics,The University of Arizona,"The Statistics program from The University of Arizona supports and encourages the central role of statistical and quantitative thinking in the biological, physical, engineering, financial, and social sciences.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3516,Genetics,Mississippi State University,An opportunity is offered to the student who wishes to work toward a degree in Genetics. MSU offers a Master of Science degree in Agricultural Life Sciences with a concentration in Genetics and a Doctor of Philosophy in Life Sciences with a concentration in Genetics at Mississippi State University.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3517,Chemistry,Kent State University,"The Ph.D. degree in Chemistry from Kent State University provides students with opportunities for research in the areas of analytical, inorganic, organic and physical chemistry, as well as biochemistry.",natural-sciences-mathematics,16534.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3518,Molecular and Cell Biology,University of Maryland Baltimore County (Umbc),"The Molecular and Cell Biology program at University of Maryland Baltimore County (UMBC) provides participants with the conceptual and technical background to investigate basic or applied problems at the molecular and cellular levels, in the life, biomedical, and bioengineering sciences.",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3519,Immunobiology,The University of Arizona,"The Immunobiology program at The University of Arizona is an interdepartmental, multidisciplinary training program fostering the development of scientists and educators who are prepared for lifelong participation in research and other intellectual pursuits.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3520,Physics,Kent State University,The Ph.D. degree in Physics from Kent State University provides training of professionals to conduct independently conceived programs of research or teaching in universities or research laboratories.,natural-sciences-mathematics,16534.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3521,Chemistry,"University of Nevada, Las Vegas","The Chemistry program at University of Nevada, Las Vegas is designed to develop the professional skills required to function as an independent researcher in chemistry.",natural-sciences-mathematics,22113.0, year,Las Vegas,,Nevada,Clark,36.2333,-115.2654,"87,000",87.1,1400,155,,,,,45090.0,35399.0,4686.0,10445.0,5316.0,2961.0,No
3522,Biological Sciences - Cell Biology and Molecular Genetics,Kent State University,"The Biological Sciences - Cell Biology and Molecular Genetics degree from Kent State University is an individualized program of study and research that prepares students for career opportunities in teaching and research in academic, governmental and industrial settings.",natural-sciences-mathematics,19840.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3523,Physics,Colorado School of Mines,"If you want to work at the leading edge of physics research and become a trailblazer in academia or industry, the Physics program of Colorado School of Mines will get you there.",natural-sciences-mathematics,36428.0, year,Golden,,Colorado,Jefferson,39.7406,-105.2118,"87,000",87.1,1400,302,4.4,52000.0,33000.0,41399.0,34255.0,39978.0,4686.0,13505.0,5316.0,2964.0,Yes
3524,Biomedical Sciences - Neurosciences,Kent State University,"The Biomedical Sciences - Neurosciences degree from Kent State University is an inter-institutional program that allows students to complete research projects under the guidance of a neuroscience faculty member at Kent State University, Cleveland Clinic or Northeast Ohio Medical University (NEOMED).",natural-sciences-mathematics,16534.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3525,Mechanical Engineering,The University of Arizona,"Research in mechanical engineering includes the areas of fluid mechanics, solid mechanics, dynamic/computational mechanics, control systems and thermosciences. This Mechanical Engineering program is offered by The University of Arizona.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3526,Plant Pathology,Mississippi State University,The student’s Ph.D. graduate committee will consist of a total of at least five members with at least three of these members from the department faculty. The student of the Plant Pathology program from Mississippi State University will submit a research proposal to the committee.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3527,Population Medicine,Mississippi State University,"The mission of the Population Medicine program from Mississippi State University is to develop the resources to meet the needs of professionals engaged in farm animal production, their advisors, veterinarians and regulators who protect the industries.",natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3528,Biology,Mississippi State University,The Department of Biological Sciences offers degree programs leading to the Master of Science and a Biology Doctor of Philosophy at Mississippi State University.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3529,Statistics - Statistical Informatics,The University of Arizona,"The mission of the Statistics - Statistical Informatics course at The University of Arizona is to develop the next generation of data scientists, trained to meet the challenges of modern interdisciplinary data extraction, analysis, and interpretation.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3530,Applied Physics,Mississippi State University,An interdisciplinary program leading to the degree of Doctor of Philosophy in Engineering with a concentration in Applied Physics at Mississippi State University is available.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3531,Biological Engineering,Mississippi State University,Graduate study is offered in the Department of Agricultural and Biological Engineering leading to the degree of Master of Science in Biological Engineering or a Doctor of Philosophy in Engineering. The Biological Engineering program is offered by Mississippi State University.,natural-sciences-mathematics,8503.0, year,Starkville,,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3532,Biomedical Sciences - Pharmacology,Kent State University,"The Biomedical Sciences - Pharmacology degree from Kent State University provides substantial opportunity for students to conduct research in molecular targeting, drug design and drug delivery in developing new approaches to treat disease.",natural-sciences-mathematics,16534.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3533,Chemical Engineering,Mississippi State University,The School cooperates in an interdisciplinary program leading to the degree of Doctor of Philosophy in Engineering with a concentration in Chemical Engineering at Mississippi State University.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3534,Space Resources,Colorado School of Mines,"Want to learn how to identify, extract, and utilize resources beyond our planet? Join the Space Resources program at Colorado School of Mines. With the world’s first Space Resources graduate program, Mines prepares scientists, engineers, economists, entrepreneurs and policymakers to set the stage for a new era in space exploration and economic development.",natural-sciences-mathematics,36428.0, year,Golden,,Colorado,Jefferson,39.7406,-105.2118,"87,000",87.1,1400,302,4.4,52000.0,33000.0,41399.0,34255.0,39978.0,4686.0,13505.0,5316.0,2964.0,Yes
3535,Infectious Disease,Mississippi State University,The Infectious Disease graduate program from Mississippi State University provides advanced educational opportunities for students in a broad range of biomedical and veterinary sciences.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3536,Chemistry,Mississippi State University,The Department of Chemistry from Mississippi State University provides a flexible and dynamic environment in which to pursue a Master of Science or Doctor of Philosophy degree in Chemistry.,natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3537,Weed Science,Mississippi State University,Maximize your potential with a Doctorate in Plant Soil Sciences with a concentration in Weed Science at Mississippi State University. Plant and Soil Sciences at Mississippi State University offers interested students the opportunity to work with world class scientists in solving vegetation management problems.,natural-sciences-mathematics,3781.0, year,Online,5.0,,,,,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,,,,,,,No
3538,Chemistry,University of Maryland Baltimore County (Umbc),The University of Maryland Baltimore County (UMBC) offers a world-class Ph.D. program in Chemistry.,natural-sciences-mathematics,19381.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3539,Anatomy and Cell Biology,Liberty University,"As the healthcare industry expands, the need for anatomy instructors is now higher than ever. Strategically prepare yourself for a career that’s in demand with Ph.D. in Anatomy and Cell Biology at Liberty University.",natural-sciences-mathematics,11210.0, year,Lynchburg,5.0,Virginia,Lynchburg,37.4003,-79.1909,"87,000",87.1,1400,154,4.0,46000.0,29000.0,36472.0,38398.0,39599.0,3926.0,13342.0,5477.0,3247.0,No
3540,Genetics,The University of Arizona,"Students of the Genetics program from The University of Arizona learn to analyze and evaluate the primary literature, to solve complex problems in genetics, and to present oral communications of and to prepare written reports of old and new concepts in genetics.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3541,Oral Biology,"University of Nevada, Las Vegas","The University of Nevada, Las Vegas School of Dental Medicine, Advanced Education in Orthodontics and Dentofacial Orthopedics offers a 60-month combined Doctorate Degree and Certificate residency program in Oral Biology.",natural-sciences-mathematics,22113.0, year,Las Vegas,5.0,Nevada,Clark,36.2333,-115.2654,"87,000",87.1,1400,155,,,,,45090.0,35399.0,4686.0,10445.0,5316.0,2961.0,No
3542,Neuroscience,The University of Arizona,The Neuroscience program from The University of Arizona is designed to provide students with the knowledge and tools that they will need to embark on careers as educators and researchers in the field of neuroscience.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
